Linux 6.6.87.2-microsoft-standard-WSL2 (DESKTOP-JQ32F5U) 	09/12/25 	_x86_64_	(16 CPU)

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
13:23:06     1000    294492    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00    4920    2268   0.01      0.00      0.00      0.00       0  bash

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
13:23:07     1000    294492    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00    4920    2268   0.01      0.00      0.00      0.00       0  bash

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
13:23:08     1000    294492    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00    4920    2268   0.01      0.00      0.00      0.00       0  bash

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
13:23:09     1000    294492    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00    4920    2268   0.01      0.00      0.00      0.00       0  bash

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
13:23:10     1000    294492    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00    4920    2268   0.01      0.00      0.00      0.00       0  bash

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
13:23:11     1000    294492    0.00    0.00    0.00    0.00    0.00    12      0.00      0.00    4920    2268   0.01      0.00      0.00      0.00       0  bash

# Time        UID       PID    %usr %system  %guest   %wait    %CPU   CPU  minflt/s  majflt/s     VSZ     RSS   %MEM   kB_rd/s   kB_wr/s kB_ccwr/s iodelay  Command
